X,Y
-0.47223147568496154,0.036999082672582374
-0.16041521596013858,-0.44813973575466115
-0.5216610746832748,0.904800456319965
-0.9860563286649631,-0.3476677100547256
-0.06855560558844291,0.9862534133106381
-0.607986433736033,0.7672919566314259
0.029879422950569067,0.5290747098219021
-0.9829148189956859,0.11525918796776517
0.4749560261849643,0.10225973082840989
-0.8826265264307194,0.44024455477502333
0.13201864233791064,-0.5843686565916772
0.7623512915280625,-0.5957920333397911
-0.4363505490381059,0.28046263099419433
0.486831844268806,-0.01949074120228516
0.4227824463106789,-0.02685745400172808
0.9248632697272541,0.45885588868725435
-0.880780895834419,-0.5510770796782243
-0.32453205393877294,0.3910995719155777
0.816865066065091,0.5267379247319852
0.9940744498227112,-0.23848177721480707
-0.5178542662558419,-0.05640167383205786
-0.7480537255497888,0.7106893084344194
-0.9834654494473494,0.15729356696285812
0.6190496647695278,0.7562353723362369
1.037218049024817,0.24231462340868798
-1.0065248877614161,-0.24594888834544165
-0.7197181043969305,0.46430891113411604
0.11657004688414344,-0.5703549658276744
-0.19656642643457783,0.9458888285768055
-0.41595218604692014,-0.36691153043805275
-0.4351981676450757,0.7831282442612598
0.1683543497669478,-0.9240914075580077
-0.24936630722427575,-0.453154752120074
-0.01903986177761692,-0.9639540687306931
-0.426085690139846,0.30702022869362033
-0.47104379114370765,0.11343665180310883
-0.1554683886699602,-0.36153172994478877
-0.8619893815055037,0.34498613159229446
-0.4510411036272962,0.3395040842579932
-0.25192650405592676,-0.4118423995566082
-0.020429730871678566,0.5016392351200606
0.5487138397033242,-0.008893081583969835
-0.41346177345778046,-0.30560919036548057
0.5190240714239992,-0.026984555479775345
0.711886833181239,0.5980187889407149
-0.4341625203574078,-0.28069740582757996
-0.558985478671608,0.09091069254801182
0.4015886855587931,-0.31850534909955175
0.4995424668690208,-0.21264223831735113
-1.0053577757085288,0.13680542215421243
-0.21610012264151673,0.3782774936450623
-0.12166100169420495,0.9718925563360323
0.9541082163650401,0.4511326801540291
0.4279231467771244,0.37403379479381266
0.16765759920175666,-0.49484389171183923
-0.45829415119367317,-0.25792196582974675
0.1888222874430471,1.0481281495424768
-0.40418206110281074,0.33883510552990775
0.587804371591807,0.21021881309595894
-0.5664008607485951,-0.18435286915254012
0.5179269650099187,-0.07576160454427447
-0.6383025937138356,0.6788007759455323
-0.5522253866705695,0.02650452279237163
-1.0425703859672355,0.28058864460834476
-0.19254681372342003,-0.4849566659353039
-0.16907205308909418,-0.39757369038846907
-0.4118505945384211,0.3263564350948038
-0.36815589863439413,-0.40302684060738025
0.05932845969320853,0.5161170120429223
-0.4784718472719012,-0.010080491283394537
0.6801824635032936,-0.8083729119954912
0.6649713461584781,-0.7369962927651006
0.4059006248585498,-0.2597854895011274
-0.3184393698640716,0.3664963712183547
0.46004544428593347,-0.030719692271924844
0.9195062027077364,0.38538367323041384
0.39579251666681053,-1.0013039954956409
0.35923582567730933,-0.32415912259473945
1.0356341063450993,-0.3281417815808894
-0.9543784358875362,-0.414697040549869
-0.1384802899126677,-0.6108213653621788
0.43389371532856624,-0.16400421534371282
-0.7935193865455734,0.6790771728855665
-0.25751200400632035,0.3539986321982666
0.40908213256931625,-0.37590715309077716
-0.9200401185649393,0.514494983800643
-0.47413298610370436,0.11613252419492562
0.00937618608567186,1.031702900060017
-0.16627084082637583,0.46864179366049497
0.28684925062938954,1.043307714152891
0.8705749612524587,0.5439327807553853
-0.06503912517595893,-0.5443910144325431
0.8389721451808613,0.5644052793878098
0.3348734979418767,0.9471595274176212
0.1484145504814274,0.5500393167124827
